response;title;year;rated;released;runtime;genre;director;writer;actors;plot;language;country;awards;poster;metascore;imdbRating;imdbVotes;imdbID;type;season;episode;seriesID
True;Heartland;1979;PG;22 Sep 1979;96 min;Western, Drama;Richard Pearce;Beth Ferris (screenplay), William Kittredge (additional scenes and dialogue);Rip Torn, Conchata Ferrell, Barry Primus, Megan Folsom;A widow with a young daughter travels to a ranch in Wyoming to manage the household of a rancher. After a while the man and woman develop a relationship that leads to a marriage. But life in the harsh place takes its toll.;English;USA;4 wins.;http://ia.media-imdb.com/images/M/MV5BMTI2MjU5NDgwM15BMl5BanBnXkFtZTcwMjcxNjAyMQ@@._V1_SX300.jpg;N/A;7,4;671;tt0082508;movie;;;
True;Honky Tonk Freeway;1981;PG;21 Aug 1981;107 min;Action, Comedy;John Schlesinger;Edward Clinton;David Rasche, Paul Jabara, Howard Hesseman, Teri Garr;Ticlaw, a small town in Florida, has only one attraction: a safari park. The government constructs a freeway that passes near Ticlaw, but decides not to put an exit into the town. The ...;English;USA, UK;4 nominations.;http://ia.media-imdb.com/images/M/MV5BNjk0MTA2MTA3MV5BMl5BanBnXkFtZTcwMjQ1MTQyMQ@@._V1_SX300.jpg;N/A;5;696;tt0082525;movie;;;
True;Just Before Dawn;1981;R;14 Oct 1981;90 min;Horror, Thriller;Jeff Lieberman;Mark Arywitz (screenplay), Jeff Lieberman (screenplay), Jonas Middleton (story);George Kennedy, Mike Kellin, Chris Lemmon, Gregg Henry;Five campers arrive in the mountains to examine some property they have bought, but are warned by the forest ranger Roy McLean that a huge machete-wielding maniac has been terrorising the ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTQ5MDY4MzM3Nl5BMl5BanBnXkFtZTgwNDQ5MjkwMzE@._V1_SX300.jpg;N/A;6,4;3,056;tt0082592;movie;;;
True;The Munsters' Revenge;1981;N/A;27 Feb 1981;96 min;Comedy, Sci-Fi;Don Weis;Norm Liebmann (characters), Ed Haas (characters), Allan Burns (format), Chris Hayward (format), Arthur Alsberg, Don Nelson;Fred Gwynne, Al Lewis, Yvonne De Carlo, K.C. Martel;When a wax museum owner attempts to frame the Munsters for pulling a jewelry heist, they must both prove their innocence and find out the true thieves.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMjA1ODIzODk5M15BMl5BanBnXkFtZTcwMjgyNjEyMQ@@._V1_SX300.jpg;N/A;6,2;509;tt0082778;movie;;;
True;They All Laughed;1981;PG;14 Aug 1981;115 min;Comedy, Romance;Peter Bogdanovich;Peter Bogdanovich, Blaine Novak;Audrey Hepburn, Ben Gazzara, Patti Hansen, John Ritter;A mad cap private-eye caper about a team of detectives who are following, and are being followed by, a group of beautiful women.;English;USA;1 win.;http://ia.media-imdb.com/images/M/MV5BMjA5ODMxMTc1Nl5BMl5BanBnXkFtZTcwMjY3MTQyMQ@@._V1_SX300.jpg;N/A;6,4;1,496;tt0083189;movie;;;
True;Police Squad!;1982;TV-PG;04 Mar 1982;149 min;Comedy, Crime;N/A;Jim Abrahams, David Zucker, Jerry Zucker;Leslie Nielsen, Alan North, Rex Hamilton, Ed Williams;"Sight-gags and non-sequiturs dominate this spoof of police dramas. The six episodes formed the basis for later very successful &quot;Naked Gun&quot; movies.";English;USA;Nominated for 2 Primetime Emmys. Another 1 win & 1 nomination.;http://ia.media-imdb.com/images/M/MV5BMTg5NDQ4MTg1OV5BMl5BanBnXkFtZTcwMzI3OTczMQ@@._V1_SX300.jpg;N/A;8,5;9,184;tt0083466;series;;;
True;Scooby-Doo and Scrappy-Doo;1979–2010;TV-G;22 Sep 1979;30 min;Animation, Comedy, Mystery;N/A;N/A;Casey Kasem, Don Messick, Heather North, Lennie Weinrib;An updated version of the classic Hanna-Barbera mystery cartoon. Fred, Daphne, Velma, Shaggy and Scooby-Doo travel from town to town in their van, The Mystery Machine, solving cases of ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTk3NTgyMTYxOF5BMl5BanBnXkFtZTgwMTI0MzkwMzE@._V1_SX300.jpg;N/A;6,3;1,811;tt0083475;series;;;
True;Alley Cat;1984;R;01 Mar 1984;82 min;Action;Victor M. Ordonez, Ed Palmos, Al Valletta;Robert E. Waters (screenplay);Karin Mani, Robert Torti, Britt Helfer, Michael Wayne;A beautiful young martial arts expert stops a vicious street gang from robbing her grandparents' house. The gang marks her for murder, but her grandparents are killed instead. The girl sets out to take her revenge on the gang.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMzQxNjMyODU5OV5BMl5BanBnXkFtZTcwNTUxMDcxMQ@@._V1_SX300.jpg;N/A;5,8;171;tt0083541;movie;;;
True;Frightmare;1983;R;01 Sep 1983;86 min;Horror;Norman Thaddeus Vane;Norman Thaddeus Vane (screenplay);Ferdy Mayne, Luca Bercovici, Nita Talbot, Leon Askin;Drama students decide to pay tribute to their favorite horror star by stealing his body from his crypt for a farewell party. They fail to realize their violation of the tomb has triggered ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMjE3MDI3NTI0NF5BMl5BanBnXkFtZTYwNzM2Mjg5._V1_SX300.jpg;N/A;4,1;488;tt0083973;movie;;;
True;Jekyll and Hyde... Together Again;1982;R;25 Feb 1983;87 min;Sci-Fi, Comedy, Music;Jerry Belson;Monica Mcgowan Johnson, Harvey Miller, Jerry Belson, Michael Leeson, Robert Louis Stevenson (novel);Mark Blankfield, Bess Armstrong, Krista Errickson, Tim Thomerson;Dr Daniel Jekyll researching into drugs that would help mankind avoid surgery discovers a white powder that unleashes the animal in every man, and in his case turning him from a shy and ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTY3NDM2OTU0MV5BMl5BanBnXkFtZTYwMzU5Njg5._V1_SX300.jpg;N/A;6,2;863;tt0084171;movie;;;
True;Dragon Strike;1982;PG-13;21 Jan 1982;102 min;Action, Comedy, Sport;Jackie Chan;Jackie Chan, Jack Maeby (english adaptation), Edward Tang, Barry Wong;Jackie Chan, Mars, Wai-Man Chan, Shirley Yim;The adventures of a restless martial arts student called Dragon, who, while constantly pursuing a girl, gets involved in the affairs of a gang of thieves.;Cantonese, English;Hong Kong;1 nomination.;http://ia.media-imdb.com/images/M/MV5BMTQ2MTEyNjcwMF5BMl5BanBnXkFtZTcwNjk4NzkxMQ@@._V1_SX300.jpg;N/A;6,6;2,372;tt0084266;movie;;;
True;Class Reunion;1982;R;29 Oct 1982;84 min;Comedy, Horror;Michael Miller;John Hughes;Gerrit Graham, Michael Lerner, Misty Rowe, Blackie Dammett;Lizzie Borden High's class of '72 are going through the motions at their tenth-year reunion, until deranged alum Walter Baylor, driven insane by a sadistic senior-year prank, escapes from ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTIwNDg1ODU0OV5BMl5BanBnXkFtZTcwOTA0NDEzMQ@@._V1_SX300.jpg;N/A;4,6;1,539;tt0084395;movie;;;
True;The Return of the Soldier;1982;PG;14 Feb 1985;99 min;Drama;Alan Bridges;Rebecca West (novel), Hugh Whitemore;Julie Christie, Glenda Jackson, Ann-Margret, Alan Bates;Kitty Baldry (Julie Chirstie) is a haughty society queen with a tunneled view of life. Kitty's complacency is rocked when her husband, Captain Chris Baldry (Alan Bates), returns from the ...;English;UK;Nominated for 1 BAFTA Film Award. Another 1 nomination.;N/A;N/A;7;299;tt0084590;movie;;;
True;Sweeney Todd: The Demon Barber of Fleet Street;1982;N/A;12 Sep 1982;140 min;Musical, Drama, Thriller;Terry Hughes, Harold Prince;Hugh Wheeler (book), Christopher Bond (based upon the play by);Angela Lansbury, George Hearn, Cris Groenendaal, Sara Woods;Sweeney Todd returns to London to uncover the past, along the way meeting Mrs. Lovett, and begins to start his life of crime.;English;USA;Won 3 Primetime Emmys. Another 4 wins & 2 nominations.;http://ia.media-imdb.com/images/M/MV5BMjA1MzYwMjk1Nl5BMl5BanBnXkFtZTcwMzg3MDUyMQ@@._V1_SX300.jpg;N/A;8,5;2,895;tt0084747;movie;;;
True;After MASH;1983–1985;N/A;26 Sep 1983;30 min;Comedy;N/A;Larry Gelbart;Harry Morgan, Jamie Farr, William Christopher, Rosalind Chao;The Korean War has ended. Colonel Potter, Sergeant Klinger, and Father Mulcahy find themselves together once again, this time at a veteran's hospital.;English;USA;Nominated for 1 Primetime Emmy. Another 1 nomination.;http://ia.media-imdb.com/images/M/MV5BZGI4YjkyZTgtODdlMS00OWVjLTk3ZDYtYzI1ODgyM2QwM2MzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg;N/A;5,7;332;tt0084969;series;;;
True;Le Dernier Combat (The Last Battle);1983;R;12 Jun 1984;92 min;Sci-Fi;Luc Besson;Luc Besson, Pierre Jolivet;Pierre Jolivet, Jean Bouise, Fritz Wepper, Jean Reno;"In the post-apocalyptic future, only a few humans are left. No one is able to speak; the film contains no dialogue, and characters communicate non-verbally. A determined loner befriends a ...";N/A;France;8 wins & 3 nominations.;http://ia.media-imdb.com/images/M/MV5BMTg4OTg5NTM0N15BMl5BanBnXkFtZTcwMTEyOTQyMQ@@._V1_SX300.jpg;N/A;6,9;4,261;tt0085426;movie;;;
True;The Dresser;1983;PG;06 Dec 1983;118 min;Drama;Peter Yates;Ronald Harwood (screenplay);Albert Finney, Tom Courtenay, Edward Fox, Zena Walker;An effeminate personal assistant of a deteriorating veteran actor struggles to get him through a difficult performance of King Lear.;English;UK;Nominated for 5 Oscars. Another 5 wins & 12 nominations.;http://ia.media-imdb.com/images/M/MV5BMTk3ODI4NzQzNF5BMl5BanBnXkFtZTcwMTEzNDYyMQ@@._V1_SX300.jpg;N/A;7,7;3,540;tt0085461;movie;;;
True;Eddie Murphy: Delirious;1983;NOT RATED;17 Aug 1983;69 min;Documentary, Comedy;Bruce Gowers;Eddie Murphy;Eddie Murphy, James Argiro;Eddie Murphy's raunchy, raucous stand-up comedy routine is captured for posterity on this tape. Not for folks who dislike foul language.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTQ5MDcyODU0Nl5BMl5BanBnXkFtZTcwMTgxNjA0MQ@@._V1_SX300.jpg;N/A;8,3;11,496;tt0085474;movie;;;
True;Going Berserk;1983;R;30 Sep 1983;85 min;Comedy;David Steinberg;Dana Olsen, David Steinberg;John Candy, Joe Flaherty, Eugene Levy, Alley Mills;A drummer/chauffeur engaged to a congressman's daughter encounters a sleazy film director, the leader of an aerobics cult, and other crazed characters during the days leading up to his wedding.;English;Canada, USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTM3MTgzNDI2NF5BMl5BanBnXkFtZTYwNjY2Mjg5._V1_SX300.jpg;N/A;5,3;1,227;tt0085603;movie;;;
True;Packin' It In;1983;UNRATED;07 Feb 1983;95 min;Comedy, Drama, Family;Jud Taylor;Patricia Jones, Donald Reiker;Richard Benjamin, Paula Prentiss, Tony Roberts, Andrea Marcovicci;In quest of a wholesome place to live: at first the Webbers laugh at their neighbors when they leave L.A. for the mountains of Oregon. But when they recognize the same symptoms in their ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTY5NTAzMTc5MV5BMl5BanBnXkFtZTcwMDY0MTEzMQ@@._V1_SX300.jpg;N/A;5,7;125;tt0086071;movie;;;
True;Star Wars: Episode VI - Return of the Jedi;1983;PG;25 May 1983;131 min;Action, Adventure, Fantasy;Richard Marquand;Lawrence Kasdan (screenplay), George Lucas (screenplay), George Lucas (story);Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams;After rescuing Han Solo from the palace of Jabba the Hutt, the rebels attempt to destroy the second Death Star, while Luke struggles to make Vader return from the dark side of the Force.;English;USA;Nominated for 4 Oscars. Another 15 wins & 16 nominations.;http://ia.media-imdb.com/images/M/MV5BMTQ0MzI1NjYwOF5BMl5BanBnXkFtZTgwODU3NDU2MTE@._V1._CR93,97,1209,1861_SX89_AL_.jpg_V1_SX300.jpg;52;8,4;647,928;tt0086190;movie;;;
True;Stroker Ace;1983;PG;01 Jul 1983;96 min;Action, Comedy, Romance;Hal Needham;William Neely (novel), Robert K. Ottum (novel), Hugh Wilson (screenplay), Hal Needham (screenplay), David E. Peckinpah;Burt Reynolds, Ned Beatty, Jim Nabors, Parker Stevenson;The title character, a popular NASCAR driver, clashes with the fried-chicken mogul that sponsors his racing team.;English;USA;1 win & 4 nominations.;http://ia.media-imdb.com/images/M/MV5BMjA0MjAxOTgwN15BMl5BanBnXkFtZTcwOTYzNTMyMQ@@._V1_SX300.jpg;N/A;4,6;2,557;tt0086379;movie;;;
True;Valley Girl;1983;R;29 Apr 1983;99 min;Comedy, Romance;Martha Coolidge;Wayne Crawford, Andrew Lane;Nicolas Cage, Deborah Foreman, Elizabeth Daily, Michael Bowen;Julie, a girl from the valley, meets Randy, a punk from the city. They are from different worlds and find love. Somehow they need to stay together in spite of her trendy, shallow friends.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMjA4NzI5OTgyMV5BMl5BanBnXkFtZTgwODgwNjU1MDE@._V1_SX300.jpg;N/A;6,3;9,819;tt0086525;movie;;;
True;The 4th Man;1983;UNRATED;24 Mar 1983;102 min;Drama, Mystery, Thriller;Paul Verhoeven;Gerard Reve (novel), Gerard Soeteman;Jeroen Krabbé, Renée Soutendijk, Thom Hoffman, Dolf de Vries;A man who has been having visions of an impending danger begins an affair with a woman who may lead him to his doom.;Dutch;Netherlands;4 wins & 2 nominations.;http://ia.media-imdb.com/images/M/MV5BMTY4MjA5NzM5NV5BMl5BanBnXkFtZTcwNzMzNjYxMQ@@._V1_SX300.jpg;N/A;7,3;5,151;tt0086543;movie;;;
True;#DUPE#;1982;N/A;15 Apr 1982;90 min;Horror, Mystery;Carlo Ausino;Carlo Ausino (screenplay), Carlo Ausino (story);Beba Loncar, Jean-Pierre Aumont, Annarita Grapputo, George Ardisson;A couple inherits a mansion, but when they move in they discover that it is haunted by the murderous spirits of people who have died there.;English;Italy;N/A;N/A;N/A;3,4;68;tt0082278;movie;;;
True;Yin yang xie di zi;1977;N/A;17 Jun 1977;88 min;Action, Adventure;Raymond Lui;Sheng Yu Hsu, Raymond Lui;Carter Wong, Sing Chen, Shao-Peng Chen, Szu-Cheng Mu;N/A;Mandarin;Taiwan, Hong Kong;N/A;http://ia.media-imdb.com/images/M/MV5BMTQzMjE5MTY2Nl5BMl5BanBnXkFtZTcwNzU2ODQyMQ@@._V1_SX300.jpg;N/A;5,8;139;tt0086622;movie;;;
True;Beat Street;1984;PG;08 Jun 1984;105 min;Drama, Music;Stan Lathan;Steven Hager (story), Andrew Davis (screenplay), David Gilbert (screenplay), Paul Golding (screenplay);Rae Dawn Chong, Guy Davis, Jon Chardiet, Leon W. Grant;An aspiring DJ, from the South Bronx, and his best friend, a promoter, try to get into show business by exposing people to hip-hop music and culture.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTM4NTg2NDA3N15BMl5BanBnXkFtZTcwODM0NjgyNA@@._V1_SX300.jpg;N/A;6,5;2,495;tt0086946;movie;;;
True;A Christmas Carol;1984;PG;17 Dec 1984;100 min;Drama, Family, Fantasy;Clive Donner;Charles Dickens (novel), Roger O. Hirson (screenplay);George C. Scott, Frank Finlay, Angela Pleasence, Edward Woodward;An old bitter miser who makes excuses for his uncaring nature learns real compassion when three ghosts visit him on Christmas Eve.;English, Portuguese;UK, USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTczNjM5ODU1Nl5BMl5BanBnXkFtZTcwNzc0NjcyMQ@@._V1_SX300.jpg;N/A;7,9;7,787;tt0087056;movie;;;
True;Down on Us;1989;R;N/A;117 min;Biography, Drama, Music;Larry Buchanan;Larry Buchanan;Sandy Kenyon, Joe Camp, Toni Sawyer, Steven Tice;The story of Jimi Hendrix, Jim Morrison, and Janis Joplin, and how their message for their generation made them targets of a US government plot.;English;USA;N/A;N/A;N/A;3,9;90;tt0087171;movie;;;
True;Impulse;1984;R;28 Sep 1984;91 min;Horror, Mystery, Sci-Fi;Graham Baker;Nicholas Kazan, Don Carlos Dunaway;Tim Matheson, Meg Tilly, Hume Cronyn, John Karlen;After a small earthquake in a small and quiet town, local citizens start to have a bizarre, violent and self-destructive behaviour...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTczODE1MzI1MV5BMl5BanBnXkFtZTcwNzI0ODYzMQ@@._V1_SX300.jpg;N/A;5,8;778;tt0087464;movie;;;
True;Johnny Dangerously;1984;PG-13;21 Dec 1984;90 min;Action, Comedy, Crime;Amy Heckerling;Harry Colomby, Jeff Harris, Bernie Kukoff, Norman Steinberg;Michael Keaton, Joe Piscopo, Marilu Henner, Maureen Stapleton;Set in the 1930's, an honest, goodhearted man is forced to turn to a life of crime to finance his neurotic mother's skyrocketing medical bills.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTYxMDYzMzk4NV5BMl5BanBnXkFtZTcwMDkwNTMyMQ@@._V1_SX300.jpg;N/A;6,4;10,803;tt0087507;movie;;;
True;The Ninja Mission;1984;R;01 Sep 1984;93 min;Action, Drama;Mats Helge Olsson;Matthew Jacobs;Krzysztof Kolberger, Hanna Bieniuszewicz, Bo F. Munthe, Curt Broberg;N/A;English;Sweden, UK;N/A;http://ia.media-imdb.com/images/M/MV5BMTIyMjA1MTA4NF5BMl5BanBnXkFtZTcwMjg1MTEyMQ@@._V1_SX300.jpg;N/A;4,1;537;tt0087806;movie;;;
True;Protocol;1984;PG;21 Dec 1984;96 min;Comedy;Herbert Ross;Buck Henry (screenplay), Charles Shyer (story), Nancy Meyers (story), Harvey Miller (story);Goldie Hawn, Chris Sarandon, Richard Romanus, Andre Gregory;The US needs to convince the visiting emir Khala'ad of Othar to allow an American military base in his strategic realm. Clueless nightclub waitress Sunny Ann Davis accidentally spots and ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMjEwOTY0MTUzNl5BMl5BanBnXkFtZTcwMDkxNjEyMQ@@._V1_SX300.jpg;N/A;5,4;3,380;tt0087951;movie;;;
True;Lensman;1984;PG-13;31 Aug 1990;107 min;Animation, Adventure, Sci-Fi;Kazuyuki Hirokawa, Yoshiaki Kawajiri;Edward E. Smith (novels), Sôji Yoshikawa;Kerrigan Mahan, Michael McConnohie, Edie Mirman, Steve Kramer;Kimball Kinnison, a young man from the agricultural planet Mquie and his Valerian companinon, Buscirk find a dying man with a legendary crystal lens embedded in his hand. As the man was ...;Japanese;Japan;N/A;http://ia.media-imdb.com/images/M/MV5BMTI4OTkzNTYxN15BMl5BanBnXkFtZTYwNDQ3MjU5._V1_SX300.jpg;N/A;6,6;441;tt0088028;movie;;;
True;The Stone Boy;1984;PG;04 Apr 1984;91 min;Drama;Christopher Cain;Gina Berriault (screenplay);Robert Duvall, Jason Presson, Glenn Close, Susan Rinell;A Midwestern farm family faces major emotional adjustment after a tragedy results in the death of an older brother.;English;USA;2 nominations.;http://ia.media-imdb.com/images/M/MV5BMTk0ODUwNjI3Nl5BMl5BanBnXkFtZTgwNTc0ODk1MDE@._V1_SX300.jpg;N/A;6,8;575;tt0088176;movie;;;
True;The Wild Life;1984;R;28 Sep 1984;96 min;Comedy, Drama;Art Linson;Cameron Crowe;Chris Penn, Ilan Mitchell-Smith, Eric Stoltz, Jenny Wright;Eighties teen romp involving Bill and his new apartment, Jim and his rebellious antics, Tom and his crazy self, and Anita with her older man David.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTI1NzQ5NTgwNF5BMl5BanBnXkFtZTYwNzM1MTk5._V1_SX300.jpg;N/A;6,1;1,736;tt0088402;movie;;;
True;Amazing Stories;1985–1987;PG-13;29 Sep 1985;30 min;Adventure, Fantasy, Horror;N/A;Steven Spielberg, Joshua Brand, John Falsey;Charles Durning, Douglas Seale, Louis Giambalvo, Sharon Spelman;Truly amazing, and sometimes odd, stories are narrated. Many famous actors and actresses made guest appearances.;English;USA;Won 5 Primetime Emmys. Another 3 wins & 11 nominations.;http://ia.media-imdb.com/images/M/MV5BMTQ4ODgxMzUxN15BMl5BanBnXkFtZTcwMTI4MzA0MQ@@._V1_SX300.jpg;N/A;7,5;3,472;tt0088478;series;;;
True;Masterpiece Theatre: Bleak House;1985;N/A;10 Apr 1985;391 min;Drama, Crime;N/A;N/A;Diana Rigg, Denholm Elliott, Suzanne Burden, Jonathan Moore;The great case of Jarndyce and Jarndyce drags on, an obsession to all involved. Then a question of inheritance becomes a question of murder.;English;UK;3 wins & 3 nominations.;http://ia.media-imdb.com/images/M/MV5BMTk5MDEyOTUzOV5BMl5BanBnXkFtZTYwODE4ODk4._V1._CR0,65,260,409_SX89_AL_.jpg_V1_SX300.jpg;N/A;7,7;252;tt0088485;series;;;
True;Larry King Live;1985–;N/A;03 Jun 1985;60 min;News, Talk-Show;N/A;N/A;Larry King;Popular and controversial journalist Larry King hosts this CNN call-in talk show.;English;USA;13 wins & 9 nominations.;http://ia.media-imdb.com/images/M/MV5BMjA0ODMzOTk4NF5BMl5BanBnXkFtZTcwNDAzNTI0MQ@@._V1_SX300.jpg;N/A;5,8;788;tt0088550;series;;;
True;The Color Purple;1985;PG-13;07 Feb 1986;154 min;Drama;Steven Spielberg;Alice Walker (novel), Menno Meyjes (screenplay);Danny Glover, Whoopi Goldberg, Margaret Avery, Oprah Winfrey;A black Southern woman (Whoopi Goldberg) struggles to find her identity after suffering years of abuse from her father and others over 40 years.;English;USA;Nominated for 11 Oscars. Another 13 wins & 13 nominations.;http://ia.media-imdb.com/images/M/MV5BMTUzOTkxNjY4M15BMl5BanBnXkFtZTgwNjE5MDgxMTE@._V1_SX300.jpg;N/A;7,8;59,267;tt0088939;movie;;;
True;Fool for Love;1985;R;14 May 1986;106 min;Drama;Robert Altman;Sam Shepard (play), Sam Shepard (screenplay);Sam Shepard, Kim Basinger, Harry Dean Stanton, Randy Quaid;May is waiting for her boyfriend in a run-down American motel, when an old flame turns up and threatens to undermine her efforts and drag her back into the life that she was running away from. The situation soon turns complicated.;English;USA;1 win & 1 nomination.;http://ia.media-imdb.com/images/M/MV5BMTIzMDgyODIxMl5BMl5BanBnXkFtZTcwNjk1NTYyMQ@@._V1_SX300.jpg;N/A;6,1;1,664;tt0089160;movie;;;
True;Mishima: A Life in Four Chapters;1985;R;20 Sep 1985;121 min;Biography, Drama;Paul Schrader;Paul Schrader, Leonard Schrader;Ken Ogata, Masayuki Shionoya, Hiroshi Mikami, Junya Fukuda;A fictionalized account in four segments of the life of Japan's celebrated twentieth-century author Yukio Mishima. Three of the segments parallel events in Mishima's life with his novels (...;Japanese, English;USA, Japan;1 win & 1 nomination.;http://ia.media-imdb.com/images/M/MV5BMTAyMzM5MjAzODFeQTJeQWpwZ15BbWU3MDU3NzYwNzE@._V1_SX300.jpg;N/A;7,9;5,081;tt0089603;movie;;;
True;Quo Vadis?;1985;R;24 Feb 1985;360 min;Drama;N/A;N/A;Klaus Maria Brandauer, Frederic Forrest, Cristina Raines, Barbara De Rossi;N/A;English, Italian;Italy, France, Spain, Switzerland, UK, West Germany;N/A;http://ia.media-imdb.com/images/M/MV5BNDY4NTgxNTM3NV5BMl5BanBnXkFtZTcwODIwNDMzMQ@@._V1_SX300.jpg;N/A;6,7;210;tt0089870;series;;;
True;Seven Minutes in Heaven;1985;PG-13;09 May 1985;88 min;Comedy, Drama, Romance;Linda Feferman;Jane Bernstein, Linda Feferman;Jennifer Connelly, Byron Thames, Maddie Corman, Alan Boyce;Natalie Becker, a beautiful A-student, is staying home alone Together and apart, the three 15-year-olds learn much about life, maturity, and love.;English, Spanish;USA;1 win & 1 nomination.;http://ia.media-imdb.com/images/M/MV5BMTcwODIwMjMzMF5BMl5BanBnXkFtZTcwMDE3OTYxMQ@@._V1_SX300.jpg;N/A;6,2;987;tt0089997;movie;;;
True;The Supergrass;1985;R;05 Feb 1988;96 min;Comedy, Crime;Peter Richardson;Peter Richardson, Pete Richens;Adrian Edmondson, Jennifer Saunders, Peter Richardson, Robbie Coltrane;While taking a holiday in the country with his mother, Dennis hits on a scheme to impress a girl so that she'll go away on a trip with him as his girlfriend. Although he fails to gain any ...;English;UK;N/A;http://ia.media-imdb.com/images/M/MV5BMTA5MjU4MjQ5MDNeQTJeQWpwZ15BbWU3MDA1MjE0MjE@._V1_SX300.jpg;N/A;6,5;445;tt0090102;movie;;;
True;Wizards of the Lost Kingdom;1985;PG;01 Oct 1985;72 min;Action, Adventure, Family;Héctor Olivera;Ed Naha (screenplay);Bo Svenson, Vidal Peterson, Thom Christopher, Barbara Stock;When evil screams throughout the world. When all the galaxies converge. When all that's fair and fine seems lost. A Hero will emerge.;English;Argentina, USA;N/A;http://ia.media-imdb.com/images/M/MV5BYWMxYjkwMWYtZmY2My00ZDU1LWExMmYtZTlmZjljMDE4ZWJjXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg;N/A;2,7;518;tt0090333;movie;;;
True;Anastasia: The Mystery of Anna;1986;N/A;07 Dec 1986;200 min;Drama, Mystery;Marvin J. Chomsky;James Goldman, Peter Kurth (book);Amy Irving, Olivia de Havilland, Jan Niklas, Nicolas Surovy;"Story of Anna Anderson, who claimed to be Anastasia Romanov, the only &quot;surviving&quot; child of the last Czar and Czarina of Russia.";English;USA, Austria, Italy;Won 2 Golden Globes. Another 2 wins & 5 nominations.;http://ia.media-imdb.com/images/M/MV5BMTM3MTA3MzM1NV5BMl5BanBnXkFtZTcwNDEyMDgzMQ@@._V1_SX300.jpg;N/A;7;835;tt0090638;movie;;;
True;Care Bears Movie II: A New Generation;1986;G;21 Mar 1986;76 min;Animation, Family, Fantasy;Dale Schott;Peter Sauder;Hadley Kay, Chris Wiggins, Cree Summer, Alyson Court;In this second installment to the original Care Bear Movie trilogy of the 1980s, the Care Bear Family goes on their first Caring Mission--to stop the evil doings of a demon villain, named ...;English;Canada, USA;1 nomination.;http://ia.media-imdb.com/images/M/MV5BMTk5ODYzOTE0MF5BMl5BanBnXkFtZTcwMTkwMTQyMQ@@._V1_SX300.jpg;N/A;5,3;1,606;tt0090799;movie;;;
True;Extremities;1986;R;22 Aug 1986;89 min;Drama, Thriller;Robert M. Young;William Mastrosimone (screenplay), William Mastrosimone (play);Farrah Fawcett, James Russo, Alfre Woodard, Diana Scarwid;A woman takes revenge on the man who invades her home and tries to rape her.;English;USA;Nominated for 1 Golden Globe. Another 1 win.;http://ia.media-imdb.com/images/M/MV5BMTY4MzczODczMF5BMl5BanBnXkFtZTcwNjY5NTczNA@@._V1_SX300.jpg;N/A;6,3;2,373;tt0091024;movie;;;
True;Flying;1986;R;12 Sep 1986;N/A;Drama, Romance, Sport;Paul Lynch;John Sheppard;Olivia d'Abo, Rita Tushingham, Keanu Reeves, Jessica Steen;Robin and her father have a car accident. Her father dies. Robin is badly injured and cannot compete in gymnasics tournaments anymore. Shattered dreams. She lives with her mother and bad ...;English;Canada, Hong Kong;N/A;http://ia.media-imdb.com/images/M/MV5BMTg3Mzc2NzUyN15BMl5BanBnXkFtZTYwNjEyMDg4._V1_SX300.jpg;N/A;5,5;422;tt0091065;movie;;;
True;The Golden Child;1986;PG-13;12 Dec 1986;94 min;Action, Adventure, Comedy;Michael Ritchie;Dennis Feldman;J.L. Reate, Eddie Murphy, Charles Dance, Charlotte Lewis;A private detective specializing in missing children is charged with the task of finding a special child who dark forces want to eliminate.;English;USA;2 nominations.;http://ia.media-imdb.com/images/M/MV5BMzY0NzI4NTAxMV5BMl5BanBnXkFtZTYwMTg2MjA5._V1_SX300.jpg;N/A;5,9;38,638;tt0091129;movie;;;
